Target_genes	FOXO1|Average	SRX1012536|B-Lymphocytes	SRX1012537|B-Lymphocytes	SRX7587157|Chondrocytes	SRX7587158|Chondrocytes	SRX7587159|Chondrocytes	SRX1048948|Endometrial_stromal_cells	SRX3230384|Hep_G2	SRX359830|LoVo	SRX5771936|OCI-LY1	SRX1735651|Pre-leukemia_stem_cells	STRING
NET1	10.1	0	0	0	0	0	0	0	0	0	101	0
NETO2	22.4	0	0	0	0	0	0	0	0	0	224	0
NEURL1	23	0	0	0	0	0	0	0	0	0	230	0
NEURL2	82.6	0	0	0	0	0	0	211	0	0	615	0
NEURL4	35.5	0	0	0	0	0	0	0	0	0	355	0
NEUROG2	23.2	0	0	0	0	0	0	0	0	0	232	0
NEUROG3	56.1	0	0	0	0	0	0	0	0	0	561	0
NEXMIF	23.7	0	0	0	0	0	0	0	0	0	237	0
NEXN	21.4	0	0	0	0	0	0	0	0	0	214	0
NFAT5	11.1	0	0	0	0	0	111	0	0	0	0	0
NFATC2	24.1	0	0	0	0	0	125	0	0	0	116	0
NFATC3	101	0	0	0	0	0	0	0	0	0	1010	0
NFATC4	121.4	0	0	0	0	0	290	0	0	0	924	0
NFE2	48.3	0	0	0	0	0	0	0	0	0	483	0
NFE2L1	191.6	0	0	0	0	0	0	81	0	0	1835	0
NFE2L2	130.5	0	0	0	0	0	207	247	0	0	851	0
NFE2L3	58	0	0	0	0	0	0	0	0	0	580	0
NFIA	36	245	0	0	0	0	0	115	0	0	0	0
NFIB	28.5	0	0	0	0	0	0	0	0	0	285	0
NFIC	11.6	0	0	0	0	0	0	0	0	0	116	0
NFIL3	60.8	0	0	0	0	0	0	0	0	0	608	0
NFIX	18.5	0	0	0	0	0	0	0	0	0	185	0
NFKB1	16.2	0	0	0	0	0	0	0	0	0	162	0
NFKB2	58	0	0	0	0	0	119	0	0	0	461	0
NFKBIA	201.9	0	0	0	0	0	289	161	0	0	1569	0
NFKBIB	16.4	0	0	0	0	0	87	0	0	0	77	0
NFKBID	98.2	0	0	0	0	0	0	0	0	0	982	0
NFKBIE	57.7	0	0	0	0	0	0	0	0	0	577	0
NFKBIZ	70.9	0	0	0	0	0	0	141	0	0	568	0
NFRKB	156.6	0	0	0	0	0	0	0	0	0	1566	0
NFS1	37.7	0	0	0	0	0	0	0	0	0	377	0
NFU1	172.6	0	0	0	0	0	0	0	0	0	1726	0
NFX1	80.6	0	0	0	0	0	173	0	0	0	633	0
NFXL1	11.3	0	0	0	0	0	0	0	0	0	113	0
NFYA	81	0	0	0	0	0	0	183	0	0	627	0
NFYB	77.9	0	0	0	0	0	0	0	0	0	779	0
NFYC	21.8	0	0	0	0	0	115	0	0	0	103	0
NGDN	10.3	0	0	0	0	0	0	103	0	0	0	0
NGEF	22.1	0	0	0	0	0	0	221	0	0	0	0
NGFR	50.8	0	0	0	0	0	0	0	0	0	508	0
NGLY1	44.8	0	0	0	0	0	0	0	0	0	448	0
NGRN	26.3	0	0	0	0	0	76	0	0	0	187	0
NHEJ1	117.4	0	0	0	0	0	0	0	0	0	1174	0
NHLRC1	28.3	0	0	0	0	0	112	67	0	0	104	0
NHLRC3	25	0	0	0	0	0	0	0	0	0	250	0
NHSL2	30.7	0	0	0	0	0	0	0	0	0	307	0
NIBAN1	44	0	0	0	0	0	0	0	0	0	440	0
NIBAN2	178.5	0	0	0	0	0	0	0	0	0	1785	0
NIBAN3	241.2	443	129	0	0	0	0	0	0	0	1840	0
NICN1	31.4	0	0	0	0	0	0	0	0	0	314	0
NID1	10.9	0	0	0	0	0	0	0	0	0	109	0
NIF3L1	80.5	0	0	0	0	0	0	0	0	0	805	0
NIN	43.9	0	0	0	0	0	0	0	0	0	439	0
NINJ1	50	0	0	0	0	0	0	0	0	0	500	0
NINJ2	212.7	0	0	0	0	0	0	0	0	0	2127	0
NIP7	198.9	0	0	0	0	0	119	1589	0	0	281	0
NIPA1	61	0	0	0	0	0	0	0	0	0	610	0
NIPA2	22.6	95	0	0	0	0	0	0	0	0	131	0
NIPAL2	70.4	0	0	0	0	0	0	0	0	0	704	0
NIPBL	44.4	0	0	0	0	0	0	0	0	0	444	0
NIPSNAP1	7.2	0	0	0	0	0	0	0	0	0	72	0
NIPSNAP2	15.2	0	0	0	0	0	0	0	0	0	152	0
NIT1	22.9	0	0	0	0	0	0	0	0	0	229	0
NIT2	9.7	0	0	0	0	0	0	0	0	0	97	0
NKD1	87.2	0	0	0	0	0	0	182	0	0	690	0
NKD2	17.2	0	0	0	0	0	0	0	0	0	172	0
NKG7	72	0	0	0	0	0	0	0	0	0	720	0
NKIRAS1	149.9	0	0	0	0	0	277	112	0	0	1110	0
NKIRAS2	250.1	0	0	0	0	0	203	1602	0	0	696	0
NKTR	26.8	0	0	0	0	0	0	0	0	0	268	0
NKX2-4	57.6	0	0	0	0	0	0	0	0	0	576	0
NLE1	150.6	0	0	0	0	0	220	1082	0	0	204	0
NLGN1	25.6	0	0	0	0	0	0	0	0	0	256	0
NLK	11.8	0	0	0	0	0	0	0	0	0	118	0
NLN	62.2	0	0	0	0	0	0	0	0	0	622	0
NLRC3	71.5	0	0	0	0	0	0	0	0	0	715	0
NLRC4	22.1	0	0	0	0	0	0	221	0	0	0	0
NLRC5	31.2	0	0	0	0	0	0	0	0	0	312	0
NLRP1	33.3	0	0	0	0	0	168	0	0	0	165	0
NLRP3	41.7	0	0	0	0	0	0	0	0	0	417	0
NLRX1	64.9	0	0	0	0	0	0	0	0	0	649	0
NMB	150	0	0	0	0	0	0	0	0	0	1500	0
NMBR	162.8	0	0	0	0	0	286	0	0	0	1342	0
NMD3	82.6	0	0	0	0	0	0	0	0	0	826	0
NME1	60	144	0	0	0	0	318	138	0	0	0	0
NME1-NME2	60	144	0	0	0	0	318	138	0	0	0	0
NME2	89.1	0	0	0	0	0	0	0	0	0	891	0
NME4	7.3	0	0	0	0	0	0	0	0	0	73	0
NME6	13.5	0	0	0	0	0	0	0	0	0	135	0
NME7	23.2	0	0	0	0	0	118	0	0	0	114	0
NMI	52.1	0	0	0	0	0	303	0	0	0	218	0
NMNAT1	19.2	0	0	0	0	0	0	0	0	0	192	0
NMRK1	24	0	0	0	0	0	0	0	0	0	240	0
NMT2	23.7	0	0	0	0	0	0	0	0	0	237	0
NMUR1	10.2	0	0	0	0	0	0	0	0	0	102	0
NNMT	102.5	0	0	131	0	138	507	0	0	0	249	0
NNT	14.7	0	0	0	0	0	0	0	0	0	147	0
NOB1	24.7	0	0	0	0	0	0	0	0	0	247	0
NOC2L	106.6	0	0	0	0	0	0	0	0	0	1066	0
NOC4L	17	0	0	0	0	0	170	0	0	0	0	0
NOCT	11.1	0	0	0	0	0	0	0	0	0	111	0
NOD1	37.7	0	0	0	0	0	107	0	0	0	270	0
NOD2	35.1	0	0	0	0	0	0	0	0	0	351	0
NOG	19.7	0	0	0	0	0	0	0	0	0	197	0
NOL12	8.7	0	0	0	0	0	87	0	0	0	0	0
NOL3	11	0	0	0	0	0	0	0	0	0	110	0
NOL4L	94.6	0	0	0	0	0	0	0	0	0	946	0
NOL6	10.1	0	0	0	0	0	101	0	0	0	0	0
NOL7	113.1	0	0	0	0	0	148	754	0	0	229	0
NOL8	10.1	0	0	0	0	0	0	0	0	0	101	0
NOL9	16.6	0	0	0	0	0	0	166	0	0	0	0
NOM1	55.1	0	0	0	0	0	131	0	0	0	420	0
NOMO1	78.9	0	0	0	0	0	0	309	0	0	480	0
NOMO2	84.6	0	0	0	0	0	0	265	0	0	581	0
NOMO3	89	0	0	0	0	0	0	309	0	0	581	0
NOP10	20.4	0	0	0	0	0	96	0	0	0	108	0
NOP14	191.2	175	130	0	0	0	412	0	0	0	1195	0
NOP56	54.3	0	0	0	0	0	0	0	0	0	543	0
NOP58	9.6	0	0	0	0	0	96	0	0	0	0	0
NOP9	9	0	0	0	0	0	0	90	0	0	0	0
NOS1AP	49.5	0	0	0	0	0	0	0	0	0	495	0
NOS3	41.6	0	0	0	0	0	0	0	0	0	416	0
NOSIP	19.8	0	0	0	0	0	0	198	0	0	0	0
NOTCH1	10.1	0	0	0	0	0	0	0	0	0	101	0
NOTCH2	188.8	0	0	0	0	0	0	0	0	0	1888	0
NOTCH2NLA	204.1	0	0	0	0	0	158	0	0	0	1883	0
NOTCH2NLB	164.7	0	0	0	0	0	0	0	0	0	1647	0
NOTCH2NLC	208.6	0	0	0	0	0	127	0	0	0	1959	0
NOTUM	13.7	0	0	0	0	0	0	0	0	0	137	0
NOVA2	53.6	0	0	0	0	0	0	0	0	0	536	0
NOXA1	110.7	0	0	0	0	0	0	0	0	0	1107	0
NPAS1	36.3	0	0	0	0	0	0	0	0	0	363	0
NPAS4	38.9	0	0	0	0	0	389	0	0	0	0	0
NPAT	45.7	0	0	0	0	0	0	0	0	0	457	0
NPC1	106.1	0	0	0	0	0	153	0	0	0	908	0
NPC2	27.7	0	0	0	0	0	0	0	0	0	277	0
NPDC1	17	0	0	0	0	0	0	0	0	0	170	0
NPEPPS	128.1	0	0	0	0	0	0	0	0	0	1281	0
NPHP3	10.7	0	0	0	0	0	0	0	0	0	107	0
NPIPB2	22.2	222	0	0	0	0	0	0	0	0	0	0
NPL	16.5	0	0	0	0	0	0	0	0	0	165	0
NPM2	39.3	0	0	0	0	0	0	0	0	0	393	0
NPPB	16.3	0	0	0	0	0	0	0	0	0	163	0
NPPC	13.2	0	0	0	0	0	0	0	0	0	132	0
NPR1	11.2	0	0	0	0	0	0	0	0	0	112	0
NPR3	19.9	0	0	0	0	0	0	0	0	0	199	0
NPRL3	31.4	0	0	0	0	0	0	0	0	0	314	0
NPTN	13.7	0	0	0	0	0	137	0	0	0	0	0
NPTXR	24.4	0	0	0	0	0	0	0	0	0	244	0
NQO1	14.1	0	0	0	0	0	141	0	0	0	0	0
NQO2	12.4	0	0	0	0	0	0	0	0	0	124	0
NR0B2	51	0	0	0	0	0	0	510	0	0	0	0
NR1D1	15.8	0	0	0	0	0	0	158	0	0	0	0
NR1D2	138.7	0	0	0	0	0	277	0	0	0	1110	0
NR1H2	28.8	0	0	0	0	0	288	0	0	0	0	0
NR1H3	40.7	0	0	0	0	0	240	0	0	0	167	0
NR1I3	14.2	0	0	0	0	0	0	142	0	0	0	0
NR2C1	206.1	0	0	0	0	0	0	810	0	0	1251	0
NR2C2	51.8	0	0	0	0	0	0	0	0	0	518	0
NR2F1	14.8	0	0	0	0	0	0	148	0	0	0	0
NR2F6	21.2	0	0	0	0	0	0	0	0	0	212	0
NR3C1	93.3	365	0	0	0	0	0	0	0	0	568	0
NR4A1	54.1	0	0	0	0	0	203	0	0	0	338	0
NR4A3	22.4	0	0	0	0	0	150	0	0	0	74	0
NR6A1	8.1	0	0	0	0	0	0	0	0	0	81	0
NRARP	39.5	0	0	0	0	0	0	0	0	0	395	0
NRAS	13.2	0	0	0	0	0	0	0	0	0	132	0
NRBF2	10.8	0	0	0	0	0	0	0	0	0	108	0
NRBP1	61.8	0	0	0	0	0	0	0	0	0	618	0
NRBP2	18.8	0	0	0	0	0	0	0	0	0	188	0
NRCAM	39.8	398	0	0	0	0	0	0	0	0	0	0
NRDC	14.7	0	0	0	0	0	0	0	0	0	147	0
NRDE2	48.6	0	0	0	0	0	0	66	0	0	420	0
NREP	65.9	0	0	0	0	0	100	0	0	0	559	0
NRF1	61.5	0	0	0	0	0	0	0	0	0	615	0
NRIP1	8.7	0	0	0	0	0	0	0	0	0	87	0
NRIP3	55.5	0	0	0	0	0	0	0	0	0	555	0
NRL	222.1	92	0	0	0	0	167	286	0	0	1676	0
NRN1L	13.1	0	0	0	0	0	131	0	0	0	0	0
NRP1	20.2	0	0	0	0	0	0	0	0	0	202	0
NRP2	14.1	0	0	0	0	0	0	0	0	0	141	0
NRROS	68	0	0	0	0	0	0	0	0	0	680	0
NRSN2	11.3	0	0	0	0	0	0	113	0	0	0	0
NRXN2	17.8	0	0	0	0	0	0	0	0	0	178	0
NSA2	20.1	0	0	0	0	0	101	100	0	0	0	0
NSD1	36.6	0	0	0	0	0	0	0	0	0	366	0
NSD2	94.4	0	0	0	0	0	0	0	0	0	944	0
NSD3	22.2	0	0	0	0	0	0	0	0	0	222	0
NSG2	17.4	0	0	0	0	0	0	0	0	0	174	0
NSL1	22.4	0	0	0	0	0	0	85	0	0	139	0
NSMAF	121.8	0	0	0	0	0	0	0	0	0	1218	0
NSMCE1	14	0	0	0	0	0	0	0	0	0	140	0
NSMCE3	45.1	234	0	0	0	0	109	0	0	0	108	0
NSMCE4A	13.5	0	0	0	0	0	0	0	0	0	135	0
NSUN2	66.4	0	0	0	0	0	0	0	0	0	664	0
NSUN3	29.5	0	0	0	0	0	0	0	0	0	295	0
NSUN4	20.1	0	0	0	0	0	201	0	0	0	0	0
NSUN5	13.9	0	0	0	0	0	0	0	0	0	139	0
NSUN6	40.7	0	0	0	0	0	134	0	0	0	273	0
NT5C	34.3	0	0	0	0	0	0	0	0	0	343	0
NT5C2	23.5	0	0	0	0	0	0	0	0	0	235	0
NT5C3A	16.1	95	0	0	0	0	0	0	0	0	66	0
NT5C3B	6.5	0	0	0	0	0	0	0	0	0	65	0
NT5DC1	65.6	0	0	0	0	0	0	0	0	0	656	0
NT5DC2	19.4	0	0	0	0	0	0	0	0	0	194	0
NT5DC3	84	0	0	0	0	0	0	0	0	0	840	0
NT5E	41.2	0	0	0	0	0	0	0	0	0	412	0
NT5M	49.2	0	0	0	0	0	0	0	0	0	492	0
NTHL1	14.5	0	0	0	0	0	0	0	0	0	145	0
NTMT1	169.2	0	0	0	0	0	0	0	0	0	1692	0
NTN1	11	0	0	0	0	0	0	0	0	0	110	0
NTN4	6.7	0	0	0	0	0	0	0	0	0	67	0
NTNG2	14.6	0	0	0	0	0	0	0	0	0	146	0
NTRK1	84.6	0	0	0	0	0	83	0	0	0	763	0
NTRK2	10.9	0	0	0	0	0	0	0	0	0	109	0
NTSR2	9.7	0	0	0	0	0	0	0	0	0	97	0
NUAK2	17	0	0	0	0	0	0	0	0	0	170	0
NUB1	35.4	0	0	0	0	0	0	0	0	0	354	0
NUBP1	22.4	0	0	0	0	0	0	0	0	0	224	0
NUCB2	76.3	0	0	0	0	0	0	0	0	0	763	0
NUCKS1	21.5	0	0	0	0	0	0	0	0	0	215	0
NUDC	11.4	0	0	0	0	0	0	0	0	0	114	0
NUDCD1	58.3	0	0	0	0	0	99	0	0	0	484	0
NUDCD3	78.2	0	0	0	0	0	0	0	0	0	782	0
NUDT1	13.5	0	0	0	0	0	135	0	0	0	0	0
NUDT12	33.9	0	0	0	0	0	72	0	0	0	267	0
NUDT13	13	0	0	0	0	0	130	0	0	0	0	0
NUDT14	7.8	0	0	0	0	0	0	0	0	0	78	0
NUDT15	28.9	0	0	0	0	0	0	0	0	0	289	0
NUDT16	58.2	0	0	0	0	0	0	0	0	0	582	0
NUDT17	26.7	0	0	0	0	0	0	0	0	0	267	0
NUDT18	27	0	0	0	0	0	270	0	0	0	0	0
NUDT19	57.5	0	0	0	0	0	0	0	0	0	575	0
NUDT2	16.1	0	0	0	0	0	0	0	0	0	161	0
NUDT22	17.7	0	0	0	0	0	0	0	0	0	177	0
NUDT3	73.3	0	0	0	0	0	0	0	0	0	733	0
NUDT4	61.7	0	0	0	0	0	0	0	0	0	617	0
NUDT4B	67.5	0	0	0	0	0	0	0	0	0	675	0
NUDT6	28.4	0	0	0	0	0	0	0	0	0	284	0
NUDT7	62.3	0	0	0	0	0	0	0	0	0	623	0
NUDT9	49.2	0	0	0	0	0	0	0	0	0	492	0
NUF2	146.1	175	0	0	0	0	263	103	0	0	920	0
NUFIP1	10.4	0	0	0	0	0	0	0	0	0	104	0
NUFIP2	66	0	0	0	0	0	0	0	0	0	660	0
NUGGC	8.6	0	86	0	0	0	0	0	0	0	0	0
NUMA1	39.8	0	0	0	0	0	279	0	0	0	119	0
NUMB	11.9	0	0	0	0	0	0	0	0	0	119	0
NUMBL	80.6	0	0	0	0	0	0	0	0	0	806	0
NUP107	86.7	0	0	0	0	0	207	139	0	0	521	0
NUP133	16.3	0	0	0	0	0	0	0	0	0	163	0
NUP153	116.4	0	0	0	0	0	0	128	0	0	1036	0
NUP155	10.9	0	0	0	0	0	109	0	0	0	0	0
NUP160	18.3	0	0	0	0	0	0	0	0	0	183	0
NUP210	73.9	0	0	0	0	0	0	0	0	0	739	0
NUP37	32.5	0	0	0	0	0	0	0	0	0	325	0
NUP42	11.1	0	0	0	0	0	111	0	0	0	0	0
NUP50	20.3	0	0	0	0	0	0	0	0	0	203	0
NUP54	16	0	0	0	0	0	160	0	0	0	0	0
NUP58	10.1	0	0	0	0	0	0	0	0	0	101	0
NUP88	148.4	346	0	0	0	0	0	0	0	0	1138	0
NUP98	90.6	0	0	0	0	0	70	0	0	0	836	0
NUPR1	94.2	0	0	0	74	0	868	0	0	0	0	0
NUS1	33.6	0	0	0	0	0	0	0	0	0	336	0
NUSAP1	16.5	0	0	0	0	0	0	0	0	0	165	0
NUTF2	117.2	0	0	0	0	0	0	0	0	0	1172	0
NUTM1	20.4	0	0	0	0	0	96	0	0	0	108	0
NWD2	8.7	0	0	0	0	0	0	0	0	0	87	0
NXN	35.3	0	0	0	0	0	0	0	0	0	353	0
NXNL2	21.7	0	0	0	0	0	0	0	0	0	217	0
NXPE3	22.9	0	0	0	0	0	0	0	0	0	229	0
NXPH1	37.7	0	0	0	0	0	0	0	0	0	377	0
NXPH3	14.3	0	0	0	0	0	0	0	0	0	143	0
NXPH4	18	0	0	0	0	0	0	0	0	0	180	0
NXT1	115.2	0	0	0	0	0	0	0	0	0	1152	0
NYAP1	42	0	0	0	0	0	0	0	0	0	420	0
NYNRIN	26.7	0	0	0	0	0	0	0	0	0	267	0
OAF	17.7	0	0	0	0	0	0	0	0	0	177	0
OARD1	81	0	0	0	0	0	0	183	0	0	627	0
OAS1	17	170	0	0	0	0	0	0	0	0	0	0
OAS2	9.8	98	0	0	0	0	0	0	0	0	0	0
OAZ2	31.3	0	0	0	0	0	0	0	0	0	313	0
OAZ3	15.1	0	0	0	0	0	0	0	0	0	151	0
OBSL1	30.1	0	0	0	0	0	0	0	0	0	301	0
OCEL1	47.2	0	0	0	0	0	0	0	0	0	472	0
OCIAD1	65.7	0	0	0	0	0	0	0	0	0	657	0
OCLN	7.8	0	0	0	0	0	0	0	0	0	78	0
OCRL	14.5	0	0	0	0	0	0	0	0	0	145	0
OCSTAMP	96.8	0	0	0	0	0	0	0	0	0	968	0
ODAPH	9.2	0	0	0	0	0	0	0	0	0	92	0
ODC1	129.6	0	0	0	0	0	0	0	0	0	1296	0
ODF2	8.9	0	0	0	0	0	0	0	0	0	89	0
ODF2L	42.6	0	0	0	0	0	0	0	0	0	426	0
ODF3L2	16.2	0	0	0	0	0	0	0	0	0	162	0
ODR4	131.5	0	0	0	0	0	0	0	0	0	1315	0
OFD1	53.2	0	0	0	0	0	0	0	0	0	532	0
OGA	28.9	0	0	0	0	0	153	136	0	0	0	0
OGDH	86.7	0	0	0	0	0	211	0	0	0	656	0
OGFOD2	19.7	0	0	0	0	0	0	0	0	0	197	0
OGFOD3	14.4	0	0	0	0	0	0	0	0	0	144	0
OGFRL1	91.3	294	107	0	0	0	0	0	0	0	512	0
OGG1	216.3	0	0	0	0	0	0	0	0	0	2163	0
OGT	31.8	106	0	0	0	0	0	0	0	0	212	0
OIP5	16.5	0	0	0	0	0	0	0	0	0	165	0
OLA1	8.9	0	0	0	0	0	0	0	0	0	89	0
OLFM2	88.9	0	0	0	0	0	0	0	0	0	889	0
OLIG1	37.2	0	0	0	0	0	0	0	0	0	372	0
OLIG3	13.8	0	0	0	0	0	0	0	0	0	138	0
OMA1	28.2	0	0	0	0	0	190	0	0	0	92	0
ONECUT1	15.1	0	0	0	0	0	0	0	0	0	151	0
OPA1	29.1	0	0	0	0	0	138	153	0	0	0	0
OPA3	16.6	0	0	0	0	0	166	0	0	0	0	0
OPLAH	38.8	0	0	0	0	0	0	0	0	0	388	0
OPN3	49.4	0	0	0	0	0	0	0	0	0	494	0
OPN5	15.9	0	0	0	0	0	159	0	0	0	0	0
OPTN	19.6	0	0	0	0	0	0	0	0	0	196	0
OR10AC1	14.8	0	0	0	0	0	148	0	0	0	0	0
OR10S1	18.1	0	0	0	0	0	0	0	0	0	181	0
OR1E1	53	0	0	0	0	0	0	0	0	0	530	0
OR1E2	132.4	0	0	0	0	0	0	0	0	0	1324	0
OR1F1	40.5	0	0	0	0	0	0	0	0	0	405	0
OR2A1	32.3	0	0	0	0	0	323	0	0	0	0	0
OR2A42	32.3	0	0	0	0	0	323	0	0	0	0	0
OR2L13	25.5	0	0	0	0	0	0	0	0	0	255	0
OR2W5	101.5	0	0	0	0	0	0	0	0	0	1015	0
OR4F16	17.8	0	0	0	0	0	0	178	0	0	0	0
OR4F21	11.3	0	0	0	0	0	0	113	0	0	0	0
OR4F29	17.8	0	0	0	0	0	0	178	0	0	0	0
OR4F3	17.8	0	0	0	0	0	0	178	0	0	0	0
OR6J1	53.4	0	0	0	0	0	0	0	0	0	534	0
ORAI1	69.9	0	0	0	0	0	0	0	0	0	699	0
ORAI2	38.6	0	0	0	0	0	0	0	0	0	386	0
ORAI3	46.7	0	0	0	0	0	0	0	0	0	467	0
ORC1	16.1	0	0	0	0	0	161	0	0	0	0	0
ORC2	18.8	0	0	0	0	0	0	0	0	0	188	0
ORC3	12.6	0	0	0	0	0	0	0	0	0	126	0
ORC4	12	0	0	0	0	0	120	0	0	0	0	0
ORC5	68.4	0	0	0	0	0	0	108	0	0	576	0
ORC6	23.6	0	0	0	0	0	0	0	0	0	236	0
ORM2	13.3	0	0	0	0	0	0	133	0	0	0	0
ORMDL1	97.6	0	0	0	0	0	0	0	0	0	976	0
ORMDL3	18.2	0	0	0	0	0	182	0	0	0	0	0
OSBP	47	0	0	0	0	0	0	0	0	0	470	0
OSBP2	14.4	0	0	0	0	0	0	0	0	0	144	0
OSBPL10	55	0	0	0	0	0	0	0	0	0	550	0
OSBPL11	25.9	0	0	0	0	0	0	0	0	0	259	0
OSBPL1A	55.3	0	0	0	0	0	0	0	0	0	553	0
OSBPL3	78.6	0	0	0	0	0	0	0	0	0	786	0
OSBPL5	18.2	0	0	0	0	0	0	0	0	0	182	0
OSBPL6	21	0	0	0	0	0	0	210	0	0	0	0
OSBPL7	80	0	0	0	0	0	0	549	0	0	251	0
OSBPL8	93.8	0	0	0	0	0	0	0	0	0	938	0
OSBPL9	17.9	0	0	0	0	0	0	0	0	0	179	0
OSCP1	14.8	0	0	0	0	0	148	0	0	0	0	0
OSER1	25.5	0	0	0	0	0	123	132	0	0	0	0
OSGEP	53.6	0	0	0	0	0	0	122	0	0	414	0
OSGIN1	12.7	0	0	0	0	0	0	0	0	0	127	0
OSGIN2	122.6	0	0	0	0	0	0	0	0	0	1226	0
OSM	121.3	0	0	0	0	0	0	0	0	0	1213	0
OSMR	30.7	0	0	0	0	0	136	0	0	0	171	0
OST4	224.8	0	0	0	0	0	0	279	0	0	1969	0
OSTF1	24	0	0	0	0	0	0	0	0	0	240	0
OSTM1	29.3	0	0	0	0	0	0	0	0	0	293	0
OTOP1	30.9	0	0	0	0	0	0	0	0	0	309	0
OTOP2	43.4	0	0	0	0	0	0	0	0	0	434	0
OTUD1	116.8	0	0	0	0	110	248	0	0	0	810	0
OTUD3	18.6	0	0	0	0	0	0	0	0	0	186	0
OTUD4	25.6	0	0	0	0	0	175	0	0	0	81	0
OTUD5	46	0	0	0	0	0	0	0	0	0	460	0
OTUD7A	38.7	0	0	0	0	0	0	0	0	0	387	0
OTUD7B	30.4	0	0	0	0	0	126	0	0	0	178	0
OTULIN	123.4	0	0	0	0	0	0	0	0	0	1234	0
OTULINL	115.1	0	0	0	0	0	875	0	0	0	276	0
OVCA2	21.8	0	0	0	0	0	113	0	0	0	105	0
OXA1L	57	0	0	0	0	0	0	0	0	0	570	0
OXCT1	19.7	0	0	0	0	0	0	0	0	0	197	0
OXER1	15.8	0	0	0	0	0	0	0	0	0	158	0
OXR1	137.4	0	0	0	0	0	0	0	0	0	1374	0
OXSM	16.4	0	0	0	0	0	0	0	0	0	164	0
OXSR1	69.6	0	0	0	0	0	393	0	0	0	303	0
OXTR	11	0	0	0	0	0	110	0	0	0	0	0
P2RX1	103.8	0	0	0	0	0	0	0	0	0	1038	0
P2RX5	48.1	151	0	0	0	0	0	0	0	0	330	0
P2RX6	90.4	0	0	0	0	0	147	0	0	0	757	0
P2RY1	16.1	0	0	0	0	0	0	0	0	0	161	0
P2RY10	14.5	0	0	0	0	0	0	0	0	0	145	0
P2RY11	48.3	0	0	0	0	0	0	0	0	0	483	0
P2RY12	36.9	369	0	0	0	0	0	0	0	0	0	0
P2RY2	13.6	0	0	0	0	0	0	0	0	0	136	0
P2RY6	64.6	0	0	0	0	0	0	0	0	0	646	0
P2RY8	13.4	0	0	0	0	0	0	0	0	0	134	0
P3H1	27.1	0	0	0	0	0	0	0	0	0	271	0
P3H3	30.9	0	0	0	0	0	0	0	0	0	309	0
P3H4	22.4	0	0	0	0	0	0	0	0	0	224	0
P4HA1	45.9	0	0	0	0	0	125	0	0	0	334	0
P4HA2	20.1	0	0	0	0	0	0	0	0	0	201	0
P4HA3	33.4	0	0	0	0	0	334	0	0	0	0	0
P4HB	73.2	0	0	0	0	0	0	0	0	0	732	0
P4HTM	78.2	0	0	0	0	0	0	0	0	0	782	0
PA2G4	75.2	0	0	0	0	0	0	0	0	0	752	0
PAAF1	72.1	0	0	0	0	0	0	0	0	0	721	0
PABPC1	142.9	0	0	0	0	0	0	0	0	0	1429	0
PABPC1L	7.9	0	0	0	0	0	0	0	0	0	79	0
PABPC4	11.5	0	0	0	0	0	0	0	0	0	115	0
PABPN1	20	0	0	0	0	0	0	102	0	0	98	0
PACC1	37.9	0	0	0	0	0	0	0	0	0	379	0
PACRG	18.8	0	0	0	0	0	112	0	0	0	76	0
PACS1	99.5	0	0	0	0	0	0	0	0	0	995	0
PACS2	90.3	0	0	0	0	0	0	0	0	0	903	0
PACSIN2	155.5	0	0	0	0	0	0	0	0	0	1555	0
PACSIN3	40.5	0	0	0	0	0	0	0	0	0	405	0
PADI4	27.1	0	0	0	0	0	0	0	0	0	271	0
PAFAH1B1	14.5	0	0	0	0	0	0	0	0	0	145	0
PAFAH1B2	28.9	0	0	0	0	0	0	0	0	0	289	0
PAFAH2	9	0	0	0	0	0	90	0	0	0	0	0
PAG1	81.3	0	0	0	0	0	0	0	0	0	813	0
PAGR1	18.6	0	0	0	0	0	0	95	0	0	91	0
PAH	70.9	0	0	0	0	0	0	0	0	0	709	0
PAICS	20.6	0	0	0	0	0	0	0	0	0	206	0
PAIP1	113.2	0	0	0	0	0	0	0	0	0	1132	0
PAK1	132.8	0	0	0	0	0	276	0	0	0	1052	0
PAK1IP1	12	0	0	0	0	0	120	0	0	0	0	0
PAK2	68.5	0	0	0	0	0	0	0	0	0	685	0
PALB2	32.9	0	0	0	0	0	149	0	0	0	180	0
PALD1	29.1	0	0	0	0	0	0	0	0	0	291	0
PALM2AKAP2	37.3	0	0	0	0	0	0	0	0	0	373	0
PAM	82	0	0	0	0	0	83	0	0	0	737	0
PAM16	6.9	0	0	0	0	0	0	0	0	0	69	0
PAMR1	11	0	0	0	0	0	110	0	0	0	0	0
PAN3	23.1	0	0	0	0	0	0	0	0	0	231	0
PANK1	78.5	0	0	0	0	0	0	0	0	0	785	0
PANK3	19.7	0	0	0	0	0	0	0	0	0	197	0
PANK4	14.4	0	0	0	0	0	0	0	0	0	144	0
PANO1	27.9	0	0	0	0	0	0	0	0	0	279	0
PANX1	36.3	0	0	0	0	0	0	0	0	0	363	0
PAPOLA	25.2	0	0	0	0	0	0	0	0	0	252	0
PAPPA	10.5	0	0	0	0	0	105	0	0	0	0	0
